pathogen_name,pathogen_type,frequency_hz,disease_count,associated_diseases,target_organs
Bryozoa cristatalla,Necunoscut,-,1,Infecții,erythrocutes; lymph; blood
Rhizobium leguminosarum,Necunoscut,-,1,Infecții,erythrocutes; lymph; blood
Tobacco mosaic virus (tobacco),Virus,"427,150",5,Pneumonita HSV; Infecții; Plămânul fermierului (pneumonita de hipersensibilizare); Pneumonita de hipersensibilizare (PH); Infecții cutaneo-mucoase (la pacienții imunodeprimați),erythrocutes; bronchi; os; lymph; blood; pulma; bones
Acinetobacter baumani,Bacterie,4.815.421,9,"Infecții urinare; Infecții; Pneumonia de hipersensibilizare; Pneumonia industrială (expunere la oxizi de metale sau gaze acide); Pneumonia; Infecții urinare și renale; Pneumonia cu pulberi organice (exemplu: sporii de ciuperci); Infecții nosocomiale; Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; bronchi; renes; lymph; blood; pulma; vesies urinaria; cor
Citrobacter spp,Necunoscut,bacterie,5,Infecții urinare; Infecții; Infecții urinare și renale; Infecții nosocomiale; Septicemie bacteriană,erythrocutes; renes; lymph; blood; pulma; vesies urinaria; cor
Anaerococcus,Bacterie,4.864.654,2,Infecții anaerobe mixte; Infecții,erythrocutes; cutis; lymph; blood; peritonaeum
Bacillus subtilis var niger,Bacterie,"371,850",1,Infecții,erythrocutes; lymph; blood
Morganella morganii,Necunoscut,bacterie,5,Infecții urinare; Infecții; Infecții urinare și renale; URINA (INFECȚII URINARE) SAU CISTITA; Septicemie bacteriană,erythrocutes; renes; lymph; blood; vesies urinaria; cor
Proteus mirabilis,Bacterie,"320,550",4,Septicemie bacteriană; Infecții urinare; Infecții; Infecții urinare și renale,erythrocutes; renes; lymph; blood; vesies urinaria; cor
Sphaerotilus natans,Bacterie,"388,400",14,"Infecții cauzate de Haemophilus ducreyi (chancre moale); Infecții produse de Aeromonas și Plesiomonas; Infecții prin zgârieturi de pisică (Boala zgârieturii de pisică); Infecții; Infecții de transmitere sexuală și ale aparatului reproducător; Infecții produse prin mușcături de câine; Infecții produse de arsuri termice; Infecții provocate de Haemophilus influenzae tip b (Hib); Infecții produse de mușcătura de om; Infecții legate de schimbările climatice; Infecții cu Bartonella (Boala Zgârieturii de Pisică, Febra Oroya, Veruca Peruană, Angiomatoza Bacilară); Infecții produse prin mușcături de pisică; Infecții produse de mușcăturile șerpilor veninoși; Infecții cauzate de Haemophilus, Bordetella etc.",uterus; uterine cervix; prostata; renes; mucosa nasalis; dura mater encephali; blood; auditory ossicle; vagina; tympanic cavity; membrana synovalis; nos. kpl. sinusitis; cochlea; tuba auditiva; erythrocutes; medulla spinalis; cutis; lymph; pulma
Streptococcus lactis,Bacterie,"382,000",1,Infecții,erythrocutes; lymph; blood
Arcyria,Fungi,"81,000",2,Infecții la gazda imunocompromisă; Infecții,erythrocutes; lymph; blood; pulma
Acetobacter aceti,393,393,3,Infecții la gazda imunocompromisă; Infecții produse de mușcătura de om; Infecții,erythrocutes; cutis; membrana synovalis; lymph; blood; pulma
Agrobacterium tumefaciens,Necunoscut,-,2,Infecții; Infecții nosocomiale,erythrocutes; renes; lymph; blood; pulma
Alcaligenes faecalis,"380, 375",385.4,3,Infecții urinare; Infecții; Infecții urinare și renale,erythrocutes; renes; lymph; blood; vesies urinaria
Azobacter chroococcum,Necunoscut,-,4,Infecții la gazda imunocompromisă; Infecții cutaneo-mucoase (la pacienții imunodeprimați); Infecții produse de mușcătura de om; Infecții,erythrocutes; cutis; membrana synovalis; os; lymph; blood; pulma; bones
Bacillus megaterium,Necunoscut,-,14,"Infecții cauzate de Haemophilus ducreyi (chancre moale); Infecții produse de Aeromonas și Plesiomonas; Infecții prin zgârieturi de pisică (Boala zgârieturii de pisică); Infecții; Infecții de transmitere sexuală și ale aparatului reproducător; Infecții produse prin mușcături de câine; Infecții produse de arsuri termice; Infecții provocate de Haemophilus influenzae tip b (Hib); Infecții produse de mușcătura de om; Infecții legate de schimbările climatice; Infecții cu Bartonella (Boala Zgârieturii de Pisică, Febra Oroya, Veruca Peruană, Angiomatoza Bacilară); Infecții produse prin mușcături de pisică; Infecții produse de mușcăturile șerpilor veninoși; Infecții cauzate de Haemophilus, Bordetella etc.",uterus; uterine cervix; prostata; renes; mucosa nasalis; dura mater encephali; blood; auditory ossicle; vagina; tympanic cavity; membrana synovalis; nos. kpl. sinusitis; cochlea; tuba auditiva; erythrocutes; medulla spinalis; cutis; lymph; pulma
Bacillus subtilis spore,Necunoscut,-,2,Infecții; Infecții nosocomiale,erythrocutes; renes; lymph; blood; pulma
Bacillus subtilis – spori,Necunoscut,-,1,Infecții,erythrocutes; lymph; blood
Breviibacterium epidermitis,Necunoscut,bacterie,17,"Infecții cauzate de Haemophilus ducreyi (chancre moale); Infecții produse de Aeromonas și Plesiomonas; Infecții prin zgârieturi de pisică (Boala zgârieturii de pisică); Infecții; Infecții de transmitere sexuală și ale aparatului reproducător; Infecții produse prin mușcături de câine; Infecții produse de arsuri termice; Infecții provocate de Haemophilus influenzae tip b (Hib); Peritonita la amidon; Infecții produse de mușcătura de om; Infecții legate de schimbările climatice; Infecții cu Bartonella (Boala Zgârieturii de Pisică, Febra Oroya, Veruca Peruană, Angiomatoza Bacilară); Infecții cutanate (Impetigo, erizipel, celulită); Infecții produse prin mușcături de pisică; Infecții cauzate de Haemophilus, Bordetella etc.; Infecții produse de mușcăturile șerpilor veninoși; Infecții cutanate (e.g., celulită, ecthyma gangrenosum)",uterus; uterine cervix; prostata; renes; mucosa nasalis; dura mater encephali; blood; peritonaeum; auditory ossicle; vagina; tympanic cavity; membrana synovalis; nos. kpl. sinusitis; cochlea; tuba auditiva; erythrocutes; medulla spinalis; cutis; lymph; pulma
Campylobacter rectus,Necunoscut,bacterie,1,Infecții,erythrocutes; lymph; blood
Chaetomium*,Necunoscut,210,1,Infecții,erythrocutes; lymph; blood
"Chilomonas, dezvoltat",398,400,3,Infecții la gazda imunocompromisă; Infecții produse de mușcătura de om; Infecții,erythrocutes; cutis; membrana synovalis; lymph; blood; pulma
Clostridium acetobutylicum,"389, 384",391.15,3,"Infecții anaerobe mixte; Infecții; Infecții profunde ale gâtului (spațiu faringian, lateral sau submandibular)",erythrocutes; cutis; parotid gland; lymph; blood; peritonaeum; larynx; pharynx; teeth; submandibular gland
Clostridium sporogenes,Necunoscut,-,2,Infecții anaerobe mixte; Infecții,erythrocutes; cutis; lymph; blood; peritonaeum
Corynebacterium xeroxis,316,316.8,5,"Infecții; Infecții la gazda imunocompromisă; Infecții cutaneo-mucoase (la pacienții imunodeprimați); Infecții cutanate (Impetigo, erizipel, celulită); Infecții cutanate (e.g., celulită, ecthyma gangrenosum)",erythrocutes; cutis; os; lymph; blood; pulma; bones
Micrococcus roseus,Necunoscut,-,3,"Infecții la gazda imunocompromisă; Infecții; Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; lymph; blood; pulma; cor
Mycobacterium phley,Necunoscut,bacterie,2,"Infecții; Infecții pulmonare (e.g., pneumonie, aspergiloză)",erythrocutes; bronchi; lymph; blood; pulma
Mycobacterium smegmatis,410,410.65,16,"Infecții cauzate de Haemophilus ducreyi (chancre moale); Infecții produse de Aeromonas și Plesiomonas; Infecții prin zgârieturi de pisică (Boala zgârieturii de pisică); Infecții; Infecții de transmitere sexuală și ale aparatului reproducător; Infecții produse prin mușcături de câine; Infecții produse de arsuri termice; Infecții provocate de Haemophilus influenzae tip b (Hib); Infecții produse de mușcătura de om; Infecții legate de schimbările climatice; Infecții cu Bartonella (Boala Zgârieturii de Pisică, Febra Oroya, Veruca Peruană, Angiomatoza Bacilară); Infecții cutanate (Impetigo, erizipel, celulită); Infecții produse prin mușcături de pisică; Infecții cauzate de Haemophilus, Bordetella etc.; Infecții produse de mușcăturile șerpilor veninoși; Infecții cutanate (e.g., celulită, ecthyma gangrenosum)",uterus; uterine cervix; prostata; renes; mucosa nasalis; dura mater encephali; blood; auditory ossicle; vagina; tympanic cavity; membrana synovalis; nos. kpl. sinusitis; cochlea; tuba auditiva; erythrocutes; medulla spinalis; cutis; lymph; pulma
Peptoniphili,Necunoscut,bacterie,2,Infecții anaerobe mixte; Infecții,erythrocutes; cutis; lymph; blood; peritonaeum
Pseudomonas aeruginosa – răni deschise,333,334.6,3,"Infecții; Pneumonie cauzată de Haemophilus influenzae; Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; tympanic cavity; bronchi; lymph; blood; pulma; auditory ossicle; cochlea; tuba auditiva; cor
Pseudomonas fluorescens,Necunoscut,-,2,Infecții; Infecții nosocomiale,erythrocutes; renes; lymph; blood; pulma
Pseudomonas gingivalis,Necunoscut,bacterie,1,Infecții,erythrocutes; lymph; blood
Veillonella,Necunoscut,bacterie,2,"Infecții; Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; lymph; blood; cor
Sarcina lutea,Necunoscut,-,2,"Infecții; Infecții pulmonare (e.g., pneumonie, aspergiloză)",erythrocutes; bronchi; lymph; blood; pulma
Spirillum sinuosum,Necunoscut,-,2,Infecții la gazda imunocompromisă; Infecții,erythrocutes; lymph; blood; pulma
Staphylococcus epidermidis – infectează pielea și mucoasa,Necunoscut,-,3,"Infecții; Infecții nosocomiale; Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; renes; lymph; blood; pulma; cor
Streptococcus lactis (in lapte),385,387,2,"Infecții; Infecții gastrointestinale (e.g., candidoza hepatică, tiflită)",erythrocutes; lymph; blood; hepar
Streptococcus lactis – în lapte,385,387,1,Infecții,erythrocutes; lymph; blood
Sub terminal spores bacillus – unguent,Necunoscut,385.95,19,"Infecții cu Herpesvirusurile Umane 6 și 7 (HHV-6, HHV-7); Infecții cu pneumococ; MUȘCHI — TETANOS; Infecții cu Bartonella (Boala Zgârieturii de Pisică, Febra Oroya, Veruca Peruană, Angiomatoza Bacilară); TETANOS; Infecții cu Citomegalovirus (CMV); Infecții non-holerice cu Vibrio; Infecții anaerobe mixte; Infecții; Infecții cu virusul Epstein-Barr (EBV); Infecții cu Herpesvirusul Umane 8 (HHV-8); Infecții cu streptococi/enterococi; Infecții cu anaerobi; Infecții cu virusul Varicelo-Zosterian (VZV); Infecții cu Legionella (boala legionarilor); Infecții cu Haemophilus influenzae netipabile; Infecții cu bacili gram-negativi; Infecții oculare cu HSV; Infecții extrapulmonare cu Legionella",bronchi; renes; nervus trigeminus; colon; dura mater encephali; vitreous body; conjunctiva; blood; peritonaeum; hepar; tympanic cavity; muscle; crystalline lens; cornea; pharynx; erythrocutes; medulla spinalis; cutis; grt. saph. vein; lymph; veins; pulma; cor
Strongyloides parasitic feminin,Necunoscut,-,2,Strongiloidoza; Infecții bacteriene: Produc toxine care activează răspunsurile inflamatorii sistemice,erythrocutes; lymph; blood; pulma; ileum
Vibrio (photobacterium) fischeri*,Necunoscut,-,1,Infecții non-holerice cu Vibrio,cutis; blood; colon
Diplococcus pneumoniae,Bacterie,"351,650",4,"Pneumonia; Sinuzita fungică invazivă; Otita medie (C. trachomatis); Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; tympanic cavity; bronchi; nos. kpl. sinusitis; mem. max. sinus; lymph; blood; pulma; mucosa nasalis; mem. frontal sinus; auditory ossicle; cochlea; tuba auditiva; cor
Salmonella Dublin,Bacterie,"392,000",2,"Septicemie bacteriană; Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; renes; lymph; blood; cor
Alpha streptococcus,"380, 375",385.4,1,"Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; lymph; blood; cor
Cardiobacterium hominis,Necunoscut,bacterie,1,"Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; lymph; blood; cor
Spirillum itersonil,380,382.8,1,"Infecții sistemice și sepsis (e.g., bacteriemie, fungemie)",erythrocutes; lymph; blood; cor
E. coli O157:H7,Necunoscut,bacterie,7,Sindromul hemolitic uremic (SHU); INTESTIN SUBȚIRE — RECTOCOLITA HEMORAGICĂ; Sindromul hemolitic-uremic; Sindromul hemolitico-uremic (SHU); Insuficiență renală cronică; Insuficiență renală acută; Insuficiența renală acută,duodenum; erythrocutes; renes; blood; tumica mucosa coli; colon; ileum; rectum; jejunum
Gripa aviara,Virus,8.142.669,7,Pneumonia; Insuficiență respiratorie hipoxemică; Sindrom de detresă respiratorie acută (SDRA); Pneumonia severă; Insuficiență respiratorie hipercarbică; Insuficiență renală acută; Sindromul de detresă respiratorie acută (ARDS),renes; bronchi; blood; pulma
Clostridium tetani,Necunoscut,bacterie,5,Insuficiență respiratorie hipoxemică; TETANOS; MOARTE; Insuficiență respiratorie hipercarbică; TRISMUS,bronchi; muscle; medulla spinalis; blood; nervus trigeminus; pulma; Sistemic
Cronobacter sakazakii – CHROM.D,Ulcerații intestin subțire,bacterie,2,INTESTIN SUBȚIRE (afecțiuni ale...); INTESTIN SUBȚIRE — RECTOCOLITA HEMORAGICĂ,duodenum; tumica mucosa coli; colon; ileum; rectum; jejunum
Leishmania mexicana,402,"400,200",2,Limfomul limfoblastic cu precursori ai celulei T sau B; Intoxicația cu gaz de ardere (fum sau gaz toxic),erythrocutes; lymph; blood; pulma; bone marrow
Toxocara (oua),Necunoscut,-,2,Larva migrans cutanată; Larva migrans viscerală și oculară,petina et chorioidea; hepar; cutis
Gnato stoma,Bacterie,"446,000",1,Larva migrans viscerală și oculară,hepar; petina et chorioidea
Toxocara gati,Parazit,"130,000",1,Larva migrans viscerală și oculară,hepar; petina et chorioidea
Ascaris – larvă în plămâni (câini și pisici),408,409.15,1,Larva migrans viscerală și oculară,hepar; petina et chorioidea
Leishmania donovani,400,"398,000",3,Leishmanioza viscerală; Splenomegalie; Limfadenopatie și Splenomegalie,lymph; blood; bone marrow; hepar; lien
Myc (în Fasciolapsis Buski),Virus,"342,000",6,Limfomul Burkitt; Leucemia/limfomul cu celule T al adultului (ATLL); Leucemia/limfomul cu celule T al adultului (HTLV-I); LIMFOM; LEUCEMIE; Limfomul limfoblastic cu precursori ai celulei T sau B,erythrocutes; jaw; granulocytes; lymph; blood; bone marrow
Oncogen tumoral nucleu multiplu ETS-1,Necunoscut,altele,6,Limfomul Burkitt; Leucemia/limfomul cu celule T al adultului (ATLL); Leucemia/limfomul cu celule T al adultului (HTLV-I); LIMFOM; LEUCEMIE; Limfomul limfoblastic cu precursori ai celulei T sau B,erythrocutes; jaw; granulocytes; lymph; blood; bone marrow
SRC (din Strongyloides),Virus,"333,000",2,LIMFOM; LEUCEMIE,erythrocutes; granulocytes; lymph; blood; bone marrow
Ehrlichia equi,Necunoscut,bacterie,2,LEUCOPENIE; Leucocitoză și leucopenie,erythrocutes; bone marrow; blood
Paracoccidioides brasiliensis,Necunoscut,ciuperca,2,Paracoccidioidomicoza; LEZIUNI,muscle; cutis; os; lymph; pulma; bones
HPV genotip 62,Necunoscut,virus,1,LEZIUNI,os; muscle; cutis; bones
HPV – 43,Necunoscut,385.383,2,LEZIUNI; Leziuni pulmonare acute legate de transfuzie (TRALI),muscle; cutis; os; blood; pulma; bones
Wart papilloma cervix smear,404.3,404.6,1,LEZIUNI,os; muscle; cutis; bones
Epstein-Barr virus,Necunoscut,virus,3,LIMFOM; MONONUCLEOZA; M.N.I.: (MONONUCLEOZA INFECȚIOASĂ),lymph; bone marrow; pharynx; hepar; lien
Maduresa xaycetomatis,Bacterie,"295,000",1,Micetomul,os; cutis; bones
Pleistofora myositis,Bacterie,"340,000",1,Microsporidioza,ileum; blood; colon
Coxsackie,Virus,"5.215.666,12",3,Miocardita; Tuberculoza pericardică (pericardita tuberculoasă); URĂ,pericardium; myocardium; cerebrum totalis; corpus amygdaloid.; cor
Coxsackie B1,Necunoscut,"360,500",7,Pancreatita acută și cronică; Pancreatita indusă de alcool; Pancreatita cronică; Pancreatita biliară; Miocardita; Tuberculoza pericardică (pericardita tuberculoasă); Pancreatita ereditară,ductus choledochus; cauda pancreat.; vesica fellea; myocardium; pericardium; pancreas; ductuli biliferi; cor
Coxsackie Bn,Necunoscut,virus,3,Miocardita; Tuberculoza pericardică (pericardita tuberculoasă); URĂ,pericardium; myocardium; cerebrum totalis; corpus amygdaloid.; cor
Coxsackie virus B-1,364,366.1,3,Miocardita; Tuberculoza pericardică (pericardita tuberculoasă); URĂ,pericardium; myocardium; cerebrum totalis; corpus amygdaloid.; cor
Coxsackie virus B-1 – cu Bacteroides fragilis,364,366.1,3,Miocardita; Tuberculoza pericardică (pericardita tuberculoasă); URĂ,pericardium; myocardium; cerebrum totalis; corpus amygdaloid.; cor
Coxsackie virus B-4,362.5,363.7,3,Miocardita; Tuberculoza pericardică (pericardita tuberculoasă); URĂ,pericardium; myocardium; cerebrum totalis; corpus amygdaloid.; cor
Coxsackie virus B-4 – cu Bacteroides fragilis,362.5,363.7,3,Miocardita; Tuberculoza pericardică (pericardita tuberculoasă); URĂ,pericardium; myocardium; cerebrum totalis; corpus amygdaloid.; cor
Coxsackievirus A16 (Boala mana-picior-gura) - copii,Necunoscut,9.987.828,3,Miocardita; Tuberculoza pericardică (pericardita tuberculoasă); URĂ,pericardium; myocardium; cerebrum totalis; corpus amygdaloid.; cor
Canal energetic IDA,Canal energetic,altele,1,MÂINI - BOALA LUI DUPUYTREN,tendon; bones; os
Canal energetic Pingala,Frecvență energetică,altele,2,MÂINI - BOALA LUI DUPUYTREN; RECT,tendon; os; tumica mucosa coli; colon; rectum; bones
Zika,Virus,"5.113.438,16",5,"Neuropatii periferice, inclusiv sindromul Guillain-Barré (GBS); Polineuropatie demielinizantă acută (sindromul Guillain-Barré); Polineuropatia demielinizantă (ex: Sindromul Guillain-Barré); Sindromul Guillain-Barré; Sindromul Guillain-Barré (GBS)",medulla spinalis; plexus brachialis; nervus ischiadicus
Virus Zika,Necunoscut,virus,5,"Neuropatii periferice, inclusiv sindromul Guillain-Barré (GBS); Polineuropatie demielinizantă acută (sindromul Guillain-Barré); Polineuropatia demielinizantă (ex: Sindromul Guillain-Barré); Sindromul Guillain-Barré; Sindromul Guillain-Barré (GBS)",medulla spinalis; plexus brachialis; nervus ischiadicus
